Respondent_ID,Q01_Age_Group,Q02_Gender,Q03_Region,Q04_City_Tier,Q05_Monthly_Income,Q06_Household_Size,Q07_Occupation,Q08_Purchase_Motivation_Top2,Q09_Traditional_Crafts_Owned,Q10_Gifting_Occasions,Q11_Gift_Budget_Per_Occasion,Q12_Puja_Frequency,Q13_Last_Purchase_Recency,Q14_Purchase_Frequency_12M,Q15_Historical_Spend_12M,Q16_Product_Category_Interest,Q17_Pooja_Set_Budget,Q17b_Kansa_Dinner_Set_Budget,Q_Preferred_Shopping_Channel,Q18_Top2_Reasons_Buying_Brass,Q19_Current_Buying_Source,Q20_Trust_Moradabad_1to5,Q21_Barrier_Removal_Top2,Q22_Preferred_Offer_Type,Q23_NPS_Score_1to5,Q24_Future_Annual_Spend_TARGET,Q25_Purchase_Likelihood_TARGET,Q_Open_Text_Brass_Meaning
PTMB1554,45-59 years,Female,South India,Tier-2 city,Rs 75001-150000,5-6 people (medium family),Salaried - Private sector,Cultural pride|Social validation,Handcrafted jewellery|Handmade pottery/terracotta|Silver pooja items/silverware|Tribal or folk art,Weddings,Rs 1500-3500,Most days (5-6 days a week),More than 1 year ago,1-2 times,Rs 8001-20000,"Brass Water Vessels (lotas, surahi-style jars, storage vessels)|Curated Corporate Gift Sets (hampers, premium branded packaging)",Rs 8000-15000,Rs 1000-3000,Craft fair/haat/mela/exhibition,Gifting value|Investment and heirloom value,No - do not buy brass/traditional products,5,30-day easy return/replacement/refund guarantee|Low-cost trial kit/sample set,Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),4.0,Rs 8001-20000,Maybe - need to see quality and pricing first,I think of Diwali diyas and temple bells when I hear the word brass.
PTMB1555,25-34 years,Male,East India,Tier-3 town,Rs 75001-150000,5-6 people (medium family),Student,Status & luxury|Sustainability,Brass or copper items|Handcrafted jewellery|Handmade pottery/terracotta|Tribal or folk art,Diwali|Navratri/Durga Puja/Pongal/regional festivals,Rs 500-1500,Rarely or never,Within last 1 month,0 times,Rs 0 (did not buy),"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)",Rs 500-1500,Rs 7000-15000,Word of mouth/referral,Aesthetic beauty|Sustainability,Yes - local shops/wholesale/roadside,4,Brass care and maintenance guide included|Videos of handcrafting by Moradabad artisans,Free premium gift wrapping + handwritten note,5.0,Rs 1000-3000,Maybe - need to see quality and pricing first,It is the purest metal for puja and daily rituals in our family.
PTMB1556,25-34 years,Female,South India,Tier-2 city,Rs 150001-300000,5-6 people (medium family),Salaried - Government/PSU,Status & luxury|Sustainability,Handloom/block-printed home textiles|Silver pooja items/silverware|Woodcraft/hand-carved wooden items,Baby showers/naming ceremonies|Birthdays and anniversaries|Corporate gifting|Housewarming (Griha Pravesh),Rs 3500-7000,Only on festivals,6-12 months ago,1-2 times,Rs 8001-20000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)",Rs 4000-8000,Rs 15000-30000,Brand website (direct online),Cultural and religious significance|Gifting value,No - do not buy brass/traditional products,5,Low-cost trial kit/sample set|Verified customer reviews with photos,Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),4.0,Rs 8001-20000,Probably yes - explore and very likely purchase,"Premium, durable, and eco-friendly - brass is the future kitchen material."
PTMB1557,35-44 years,Male,North India,Metro city,Below Rs 20000,7+ people (large joint family),Salaried - Private sector,Cultural pride|Value for money,Handcrafted jewellery|Handmade pottery/terracotta|Stone craft items|Tribal or folk art,Diwali|Navratri/Durga Puja/Pongal/regional festivals|Weddings,Under Rs 500,Rarely or never,More than 1 year ago,1-2 times,Rs 1001-3000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)",Rs 500-1500,Rs 3000-7000,Instagram/Facebook social commerce,Aesthetic beauty|Gifting value,Yes - local shops/wholesale/roadside,2,30-day easy return/replacement/refund guarantee|Videos of handcrafting by Moradabad artisans,Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),5.0,Under Rs 1000,Probably not - have trusted alternatives,Brass represents the golden legacy of Indian craftsmanship.
PTMB1558,25-34 years,Female,South India,Tier-2 city,Rs 40001-75000,7+ people (large joint family),Homemaker,Cultural pride|Health & wellness,Handloom/block-printed home textiles,Baby showers/naming ceremonies|Birthdays and anniversaries|Diwali|Housewarming (Griha Pravesh),Rs 500-1500,Most days (5-6 days a week),6-12 months ago,3-5 times,Rs 1-1000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)",Rs 1500-4000,Rs 1000-3000,Brand website (direct online),Cultural and religious significance|Health and Ayurvedic benefits,No - want to buy but no trusted brand yet,4,"Brass care and maintenance guide included|Transparency on sourcing (which artisan, which workshop)",No offer needed - buy when I like the product,3.0,Rs 8001-20000,Definitely yes - buy within first month,
PTMB1559,45-59 years,Male,North India,Tier-2 city,Rs 75001-150000,3-4 people (small nuclear),Salaried - Private sector,Cultural pride|Value for money,Handloom/block-printed home textiles|Tribal or folk art|Woodcraft/hand-carved wooden items,Baby showers/naming ceremonies|Birthdays and anniversaries|Corporate gifting|Diwali,Rs 3500-7000,Only on weekends,3-6 months ago,3-5 times,Rs 1001-3000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Curated Corporate Gift Sets (hampers, premium branded packaging)",Rs 4000-8000,Rs 1000-3000,Brand website (direct online),Cultural and religious significance|Health and Ayurvedic benefits,Yes - directly from artisans/craft fairs,2,30-day easy return/replacement/refund guarantee|Low-cost trial kit/sample set,Free premium gift wrapping + handwritten note,1.0,Rs 8001-20000,Maybe - need to see quality and pricing first,
PTMB1560,45-59 years,Female,South India,Semi-rural area,Rs 40001-75000,7+ people (large joint family),Business owner/Entrepreneur,Craft & artistry|Health & wellness,Antique/vintage collectibles|Brass or copper items,Corporate gifting|Housewarming (Griha Pravesh),Rs 500-1500,Only on festivals,Never bought,0 times,Rs 0 (did not buy),"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Above Rs 15000,Rs 7000-15000,Amazon or Flipkart,Health and Ayurvedic benefits|Support Indian artisans,No - do not buy brass/traditional products,1,"Transparency on sourcing (which artisan, which workshop)|Verified customer reviews with photos",Bundle deal (puja set + water vessel at combined price),3.0,Rs 1000-3000,Maybe - need to see quality and pricing first,
PTMB1561,25-34 years,Male,West India,Tier-3 town,Rs 150001-300000,3-4 people (small nuclear),Salaried - Private sector,Aesthetics|Health & wellness,Handcrafted jewellery|Stone craft items|Tribal or folk art|Woodcraft/hand-carved wooden items,Baby showers/naming ceremonies|Housewarming (Griha Pravesh)|Rarely or never give gifts|Weddings,Above Rs 15000,Every single day,3-6 months ago,1-2 times,Rs 8001-20000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)",Rs 8000-15000,Rs 7000-15000,Local retail store,Gifting value|Sustainability,Yes - local shops/wholesale/roadside,3,"Transparency on sourcing (which artisan, which workshop)|Verified customer reviews with photos",Early member access (limited-edition drops),3.0,Rs 3001-8000,Definitely yes - buy within first month,To me brass is just a metal - I prefer stainless steel honestly.
PTMB1562,25-34 years,Female,North-East India,Tier-3 town,Below Rs 20000,3-4 people (small nuclear),Salaried - Government/PSU,Health & wellness|Status & luxury,Handloom/block-printed home textiles|Tribal or folk art,Housewarming (Griha Pravesh)|Navratri/Durga Puja/Pongal/regional festivals|Weddings,Rs 500-1500,Every single day,1-3 months ago,1-2 times,Rs 1001-3000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)",Under Rs 500,Under Rs 1000,Brand website (direct online),Cultural and religious significance|Health and Ayurvedic benefits,Yes - Amazon/Flipkart (unbranded/generic),4,30-day easy return/replacement/refund guarantee|Verified customer reviews with photos,Free premium gift wrapping + handwritten note,4.0,Rs 1000-3000,Probably yes - explore and very likely purchase,Brass is elegant - it elevates the aesthetic of any home instantly.
PTMB1563,45-59 years,Male,North India,Metro city,Rs 75001-150000,7+ people (large joint family),Homemaker,Cultural pride|Sustainability,None,Corporate gifting|Diwali|Housewarming (Griha Pravesh)|Weddings,Rs 1500-3500,Only on festivals,More than 1 year ago,0 times,Rs 0 (did not buy),"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Curated Corporate Gift Sets (hampers, premium branded packaging)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 1500-4000,Rs 1000-3000,Instagram/Facebook social commerce,Cultural and religious significance|Sustainability,No - do not buy brass/traditional products,2,"Low-cost trial kit/sample set|Transparency on sourcing (which artisan, which workshop)",Custom engraving/personalisation,3.0,Rs 1000-3000,Definitely yes - buy within first month,It connects me to my roots and to the artisans of India.
PTMB1564,25-34 years,Male,North India,Tier-3 town,Rs 40001-75000,3-4 people (small nuclear),Business owner/Entrepreneur,Aesthetics|Health & wellness,Antique/vintage collectibles|Woodcraft/hand-carved wooden items,Navratri/Durga Puja/Pongal/regional festivals|Rarely or never give gifts,Rs 500-1500,Most days (5-6 days a week),6-12 months ago,1-2 times,Rs 3001-8000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Curated Corporate Gift Sets (hampers, premium branded packaging)",Rs 1500-4000,Rs 3000-7000,Brand website (direct online),Aesthetic beauty|Health and Ayurvedic benefits,"Yes - premium online brand (P-TAL, CopperStudio, Ellementry)",4,Brass care and maintenance guide included|Verified customer reviews with photos,Free premium gift wrapping + handwritten note,4.0,Rs 1000-3000,Maybe - need to see quality and pricing first,
PTMB1565,45-59 years,Female,Central India,Tier-2 city,Rs 40001-75000,7+ people (large joint family),Salaried - Government/PSU,Sustainability|Value for money,Brass or copper items|Handcrafted jewellery|Tribal or folk art,Birthdays and anniversaries|Housewarming (Griha Pravesh)|Weddings,Rs 1500-3500,Every single day,More than 1 year ago,6-10 times,Rs 1-1000,"Curated Corporate Gift Sets (hampers, premium branded packaging)",Rs 1500-4000,Rs 3000-7000,Local retail store,Cultural and religious significance|Support Indian artisans,No - do not buy brass/traditional products,2,Verified customer reviews with photos|Videos of handcrafting by Moradabad artisans,No offer needed - buy when I like the product,1.0,Rs 1000-3000,Maybe - need to see quality and pricing first,Brass represents the golden legacy of Indian craftsmanship.
PTMB1566,25-34 years,Female,North India,Semi-rural area,Rs 40001-75000,3-4 people (small nuclear),Salaried - Government/PSU,Aesthetics|Sustainability,Antique/vintage collectibles,Birthdays and anniversaries|Diwali|Housewarming (Griha Pravesh)|Navratri/Durga Puja/Pongal/regional festivals,Rs 1500-3500,Every single day,More than 1 year ago,More than 10 times,Rs 3001-8000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 4000-8000,Rs 7000-15000,Instagram/Facebook social commerce,Aesthetic beauty|Cultural and religious significance,Yes - Amazon/Flipkart (unbranded/generic),4,Low-cost trial kit/sample set|Verified customer reviews with photos,Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),4.0,Rs 3001-8000,Maybe - need to see quality and pricing first,It is the purest metal for puja and daily rituals in our family.
PTMB1567,35-44 years,Female,South India,Village or rural area,Rs 75001-150000,1-2 people (nuclear),Salaried - Private sector,Health & wellness|Sustainability,Antique/vintage collectibles|Brass or copper items|Handmade pottery/terracotta|Tribal or folk art,Baby showers/naming ceremonies|Housewarming (Griha Pravesh)|Weddings,Rs 500-1500,Every single day,6-12 months ago,1-2 times,Rs 8001-20000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 1500-4000,Rs 1000-3000,Local retail store,Aesthetic beauty|Status and refined taste,No - want to buy but no trusted brand yet,3,30-day easy return/replacement/refund guarantee|Videos of handcrafting by Moradabad artisans,Loyalty reward points,2.0,Rs 3001-8000,Maybe - need to see quality and pricing first,
PTMB1568,18-24 years,Female,South India,Metro city,Rs 150001-300000,5-6 people (medium family),Business owner/Entrepreneur,Craft & artistry|Sustainability,Antique/vintage collectibles|Handmade pottery/terracotta|Stone craft items|Woodcraft/hand-carved wooden items,Birthdays and anniversaries|Navratri/Durga Puja/Pongal/regional festivals|Weddings,Rs 7000-15000,Every single day,1-3 months ago,1-2 times,Rs 8001-20000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)",Rs 8000-15000,Above Rs 30000,Local retail store,Aesthetic beauty|Cultural and religious significance,No - want to buy but no trusted brand yet,3,30-day easy return/replacement/refund guarantee|Purity/authenticity certificate (NABL lab),Custom engraving/personalisation,5.0,Rs 8001-20000,Maybe - need to see quality and pricing first,"I associate brass with tradition, warmth, and Indian identity."
PTMB1569,35-44 years,Female,East India,Semi-rural area,Rs 40001-75000,3-4 people (small nuclear),Retired,Aesthetics|Status & luxury,Brass or copper items|Stone craft items|Tribal or folk art,Diwali|Navratri/Durga Puja/Pongal/regional festivals|Rarely or never give gifts,Rs 1500-3500,Every single day,Never bought,0 times,Rs 0 (did not buy),"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 1500-4000,Rs 7000-15000,Local retail store,Gifting value|Investment and heirloom value,Yes - local shops/wholesale/roadside,4,"Transparency on sourcing (which artisan, which workshop)|Verified customer reviews with photos",Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),5.0,Rs 20001-50000,Maybe - need to see quality and pricing first,"Premium, durable, and eco-friendly - brass is the future kitchen material."
PTMB1570,25-34 years,Female,North-East India,Metro city,Rs 150001-300000,7+ people (large joint family),Student,Health & wellness|Value for money,Brass or copper items|Handcrafted jewellery|Silver pooja items/silverware|Stone craft items,Corporate gifting,Rs 3500-7000,Every single day,1-3 months ago,1-2 times,Rs 3001-8000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)",Rs 4000-8000,Rs 7000-15000,Brand website (direct online),Gifting value|Support Indian artisans,No - do not buy brass/traditional products,4,"Transparency on sourcing (which artisan, which workshop)|Verified customer reviews with photos",Custom engraving/personalisation,5.0,Rs 3001-8000,Probably not - have trusted alternatives,Brass reminds me of my grandmother's kitchen and feels like home.
PTMB1571,35-44 years,Male,North-East India,Tier-2 city,Rs 40001-75000,3-4 people (small nuclear),Salaried - Private sector,Cultural pride|Status & luxury,Brass or copper items|Handmade pottery/terracotta|Silver pooja items/silverware,Weddings,Rs 500-1500,Only on festivals,Within last 1 month,3-5 times,Rs 1-1000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Curated Corporate Gift Sets (hampers, premium branded packaging)",Rs 1500-4000,Rs 1000-3000,YouTube/influencer recommendation,Aesthetic beauty|Sustainability,No - want to buy but no trusted brand yet,3,Low-cost trial kit/sample set|Purity/authenticity certificate (NABL lab),Custom engraving/personalisation,5.0,Under Rs 1000,Maybe - need to see quality and pricing first,Brass is elegant - it elevates the aesthetic of any home instantly.
PTMB1572,18-24 years,Female,North India,Tier-2 city,Below Rs 20000,3-4 people (small nuclear),Salaried - Private sector,Sustainability|Value for money,Stone craft items,Rarely or never give gifts,Rs 500-1500,Every single day,3-6 months ago,3-5 times,Rs 1-1000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Curated Corporate Gift Sets (hampers, premium branded packaging)",Rs 1500-4000,Rs 7000-15000,Amazon or Flipkart,Gifting value|Investment and heirloom value,Yes - local shops/wholesale/roadside,4,Low-cost trial kit/sample set|Purity/authenticity certificate (NABL lab),No offer needed - buy when I like the product,4.0,Under Rs 1000,Probably yes - explore and very likely purchase,I think of Diwali diyas and temple bells when I hear the word brass.
